,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,Date,Latitude,Longitude
4369,4370,2018517180.0,201851718054410,5441,0,TRAF - ACCIDENT               ,2018-07-30 20:51:00,,2018-07-30 20:51:00,E 13TH AVE / N RACE ST,3150887.0,1693712.0,-104.963480942,39.736820152,6.0,622.0,Cheesman Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,DISREGARD STOP SIGN,NO APPARENT,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-07-30 20:51:00.000000,39.736820152,-104.963480942
4401,4402,2018535933.0,201853593354410,5441,0,TRAF - ACCIDENT               ,2018-08-07 10:25:00.000001,,2018-08-07 10:28:00,900 BLOCK E 16TH AVE,3147410.0,1695428.0,-104.975808861,39.7415866008,6.0,621.0,North Capitol Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,ALLEY RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,VEHICLE OVER 10000 LBS,WEST,MAKING RIGHT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-08-07 10:28:00.000000,39.7415866008,-104.975808861
4449,4450,2018573663.0,201857366354410,5441,0,TRAF - ACCIDENT               ,2018-08-22 16:26:00,,2018-08-22 17:35:00,N BROADWAY ST / W 4TH AVE,3144165.0,1688470.0,-104.987487444,39.7225364179,3.0,311.0,Baker,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,DROVE WRONG WAY,CARELESS DRIVING,DRIVER UNFAMILIAR WITH AREA,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-08-22 17:35:00.000000,39.7225364179,-104.987487444
4513,4514,2018537033.0,201853703354410,5441,0,TRAF - ACCIDENT               ,2018-08-07 17:53:00,,2018-08-07 20:11:00,E 18TH AVE / N LINCOLN ST,3144504.0,1696614.0,-104.986118541,39.7448879578,6.0,621.0,North Capitol Hill,1.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,DRIVER EMOTIONALLY UPSET,OTHER,PASSENGER CAR/VAN,WEST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-08-07 20:11:00.000000,39.7448879578,-104.986118541
4517,4518,2018537092.0,201853709254410,5441,0,TRAF - ACCIDENT               ,2018-08-07 18:21:00,,2018-08-07 19:12:00.000001,3414 W OHIO AVE,3131870.0,1680917.0,-105.031334389,39.7019841075,4.0,412.0,Westwood,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON PRIVATE PROPERTY,PARKING LOT,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,CARELESS DRIVING,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-08-07 19:12:00.000001,39.7019841075,-105.031334389
4595,4596,2018519602.0,201851960254410,5441,0,TRAF - ACCIDENT               ,2018-07-31 19:37:00,,2018-07-31 19:37:00,E EXPOSITION AVE / S CORONA ST,3147836.0,1681688.0,-104.974576619,39.7038608626,3.0,312.0,Washington Park West,1.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,ALLEY RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2018-07-31 19:37:00.000000,39.7038608626,-104.974576619
4669,4670,2018575683.0,201857568354410,5441,0,TRAF - ACCIDENT               ,2018-08-23 12:40:00.000001,,2018-08-23 12:47:00,E ILIFF AVE / S HIGH ST,3150523.0,1671134.0,-104.965247774,39.6748446946,3.0,313.0,University,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-08-23 12:47:00.000000,39.6748446946,-104.965247774
4683,4684,2018576318.0,201857631854410,5441,0,TRAF - ACCIDENT               ,2018-08-23 17:00:00,,2018-08-23 17:53:00,W ALAMEDA AVE / S FEDERAL BLVD,3133608.0,1684273.0,-105.025095304,39.7111722877,4.0,412.0,Westwood,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,NORTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-08-23 17:53:00.000000,39.7111722877,-105.025095304
4702,4703,2018520827.0,201852082754410,5441,0,TRAF - ACCIDENT               ,2018-08-01 09:33:00,,2018-08-01 10:16:00,N BIRCH ST / E COLFAX AVE,3158566.0,1694966.0,-104.936149215,39.7401349335,2.0,222.0,Hale,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-08-01 10:16:00.000000,39.7401349335,-104.936149215
4775,4776,2018576952.0,201857695254010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2018-08-23 21:43:00,,2018-08-23 22:33:00,E 12TH AVE / N UINTA ST,3170743.0,1693403.0,-104.89288695,39.7356287966,2.0,223.0,East Colfax,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2018-08-23 22:33:00.000000,39.7356287966,-104.89288695
4819,4820,2018539513.0,201853951354411,5441,1,TRAF - ACCIDENT - SBI         ,2018-08-08 17:06:00,,2018-08-08 17:06:00,LAWRENCE ST / E 36TH AVE,3148227.0,1704682.0,-104.97271267,39.7669773623,2.0,211.0,Cole,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,CURVE ON-GRADE,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,FAILED TO YIELD ROW,AGGRESSIVE DRIVING,  ,BICYCLE,NORTHEAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2018-08-08 17:06:00.000000,39.7669773623,-104.97271267
4879,4880,2018578411.0,201857841154411,5441,1,TRAF - ACCIDENT - SBI         ,2018-08-24 13:15:00,,2018-08-24 13:56:00,W 14TH AVE / N SPEER BLVD,3141486.0,1694255.0,-104.996897312,39.738458454,6.0,611.0,Civic Center,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,CROSS AGAINST SIGNAL,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,SOUTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2018-08-24 13:56:00.000000,39.738458454,-104.996897312
4948,4949,2018541491.0,201854149154410,5441,0,TRAF - ACCIDENT               ,2018-08-09 13:41:00.000001,,2018-08-09 14:52:00,E 64TH AVE / N TOWER RD,3204478.0,1721767.0,-104.772131651,39.8128108037,5.0,522.0,DIA,1.0,0.0,BICYCLE WITH OTHER VEHICLE,FRONT TO SIDE WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,SOUTHEAST,MAKING LEFT TURN,OTHER IMPROPER TURNS,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-08-09 14:52:00.000000,39.8128108037,-104.772131651
4964,4965,2018634937.0,201863493754410,5441,0,TRAF - ACCIDENT               ,2018-09-15 22:16:00,,2018-09-15 22:50:00,S EMERSON ST / E CEDAR AVE,3147158.0,1684980.0,-104.976918876,39.7129088334,3.0,311.0,Speer,1.0,0.0,BICYCLE WITH OTHER VEHICLE,OTHER FIXED OBJECT,OTHER FIXED OBJECT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,NORTH,GOING STRAIGHT,  ,NO APPARENT,OTHER,PICKUP TRUCK/UTILITY VAN,NORTH,PARKED,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-15 22:50:00.000000,39.7129088334,-104.976918876
5003,5004,2018653466.0,201865346654200,5420,0,TRAF - ACCIDENT - DUI/DUID    ,2018-09-23 01:20:00,,2018-09-23 01:22:00,E 45TH AVE / N PEORIA ST,3183528.0,1708938.0,-104.84703165,39.7780311495,5.0,511.0,Montbello,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,  ,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,DUI/DWAI/DUID,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-23 01:22:00.000000,39.7780311495,-104.84703165
5013,5014,2018599843.0,201859984354410,5441,0,TRAF - ACCIDENT               ,2018-09-02 01:51:00,,2018-09-02 02:37:00,E 16TH AVE / N WASHINGTON ST,3146586.0,1695454.0,-104.978738416,39.7416709911,6.0,621.0,North Capitol Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,WEST,MAKING LEFT TURN,FAILED TO YIELD ROW,DRIVER INEXPERIENCE,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-02 02:37:00.000000,39.7416709911,-104.978738416
5085,5086,2018636748.0,201863674854410,5441,0,TRAF - ACCIDENT               ,2018-09-16 18:10:00,,2018-09-16 18:11:00.000001,N UNIVERSITY BLVD / E 3RD AVE,3152059.0,1687949.0,-104.959435613,39.7209805683,3.0,311.0,Country Club,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-16 18:11:00.000001,39.7209805683,-104.959435613
5254,5255,2018621249.0,201862124954411,5441,1,TRAF - ACCIDENT - SBI         ,2018-09-10 17:50:00,,2018-09-10 17:50:00,400 BLOCK E 14TH AVE,3145672.0,1694245.0,-104.982013054,39.7383664216,6.0,623.0,Capitol Hill,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,ALLEY RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,  ,OTHER,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2018-09-10 17:50:00.000000,39.7383664216,-104.982013054
5289,5290,2018638634.0,201863863454410,5441,0,TRAF - ACCIDENT               ,2018-09-17 12:34:00,,2018-09-17 13:46:00,W 42ND AVE / N JASON ST,3140712.0,1707283.0,-104.999394209,39.7742342044,1.0,112.0,Sunnyside,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,MOTORCYCLE,EAST,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-17 13:46:00.000000,39.7742342044,-104.999394209
5367,5368,2018622458.0,201862245854411,5441,1,TRAF - ACCIDENT - SBI         ,2018-09-11 08:10:00.000001,,2018-09-11 09:31:00,E 16TH AVE / N JOSEPHINE ST,3152091.0,1695466.0,-104.95916277,39.7416155927,2.0,213.0,City Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,CARELESS DRIVING,  ,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,  ,  ,1.0,0.0,  ,  ,BICYCLE,  ,2018-09-11 09:31:00.000000,39.7416155927,-104.95916277
5424,5425,2018659260.0,201865926054410,5441,0,TRAF - ACCIDENT               ,2018-09-25 14:00:00,,2018-09-25 14:03:00,14TH ST / CHAMPA ST,3141627.0,1696517.0,-104.996351356,39.7446659065,6.0,611.0,CBD,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTHEAST,MAKING RIGHT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,SOUTHEAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-25 14:03:00.000000,39.7446659065,-104.996351356
5449,5450,2018605591.0,201860559154410,5441,0,TRAF - ACCIDENT               ,2018-09-04 15:01:00,,2018-09-04 15:34:00,N YAMPA ST / E GVR BLVD,3203904.0,1711164.0,-104.774476217,39.7837173706,5.0,522.0,Gateway - Green Valley Ranch,1.0,0.0,PEDESTRIAN-TO/FROM SCHOOL,  ,PEDESTRIAN-TO/FROM SCHOOL,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,NORTHEAST,MAKING RIGHT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-04 15:34:00.000000,39.7837173706,-104.774476217
5525,5526,2018657187.0,201865718754410,5441,0,TRAF - ACCIDENT               ,2018-09-24 16:00:00,,2018-09-24 16:49:00,20TH ST / LAWRENCE ST,3142921.0,1699301.0,-104.991694383,39.7522886822,6.0,612.0,Union Station,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-24 16:49:00.000000,39.7522886822,-104.991694383
5531,5532,2018657314.0,201865731454410,5441,0,TRAF - ACCIDENT               ,2018-09-24 17:30:00,,2018-09-24 17:30:00,1300 BLOCK N ELATI ST/ FOX ALLEY,3142294.0,1693845.0,-104.994032366,39.7373206099,6.0,611.0,Civic Center,1.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,ALLEY RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,OTHER,OTHER,OTHER,  ,PASSENGER CAR/VAN,SOUTH,OTHER,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-24 17:30:00.000000,39.7373206099,-104.994032366
5655,5656,2018607155.0,201860715554410,5441,0,TRAF - ACCIDENT               ,2018-09-05 07:51:00,,2018-09-05 08:15:00,4900 BLOCK E MONTVIEW BLVD,3160078.0,1697504.0,-104.930716224,39.7470762804,2.0,222.0,South Park Hill,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-05 08:15:00.000000,39.7470762804,-104.930716224
5673,5674,2018607818.0,201860781854010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2018-09-04 18:17:00,,2018-09-05 12:16:00,W 10TH AVE / N BANNOCK ST,3143366.0,1691932.0,-104.990258805,39.7320526172,6.0,611.0,Civic Center,1.0,0.0,OTHER-NONCOLLISION,  ,OTHER-NONCOLLISION,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,MAKING RIGHT TURN,CARELESS DRIVING,OTHER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-05 12:16:00.000000,39.7320526172,-104.990258805
5743,5744,2018659855.0,201865985554410,5441,0,TRAF - ACCIDENT               ,2018-09-25 17:48:00,,2018-09-25 18:10:00,E VIRGINIA AVE / S QUEBEC ST,3167822.0,1683140.0,-104.903512486,39.7075081137,3.0,322.0,Washington Virginia Vale,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,GOING STRAIGHT,LANE VIOLATION,DRIVER INEXPERIENCE,  ,SUV,EAST,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-25 18:10:00.000000,39.7075081137,-104.903512486
5750,5751,2018660092.0,201866009254411,5441,1,TRAF - ACCIDENT - SBI         ,2018-09-25 19:14:00,,2018-09-25 19:37:00,12200 BLOCK E 51ST AVE,3183744.0,1712961.0,-104.846160163,39.7890704543,5.0,521.0,Montbello,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,WEST,GOING STRAIGHT,  ,  ,CROSS/ENTER NOT AT INTERSECTION,HIT AND RUN UNKNOWN,WEST,GOING STRAIGHT,  ,  ,  ,1.0,0.0,  ,  ,BICYCLE,  ,2018-09-25 19:37:00.000000,39.7890704543,-104.846160163
5798,5799,2018626288.0,201862628854410,5441,0,TRAF - ACCIDENT               ,2018-09-12 16:08:00,,2018-09-12 20:38:00,E MLK BLVD / N FULTON ST,3176969.0,1702325.0,-104.870529967,39.7600047215,5.0,512.0,Stapleton,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,OTHER,OTHER,CROSS AGAINST SIGNAL,SUV,SOUTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-12 20:38:00.000000,39.7600047215,-104.870529967
5802,5803,2018626420.0,201862642054410,5441,0,TRAF - ACCIDENT               ,2018-09-12 17:01:00,,2018-09-12 18:16:00,E 16TH AVE / N WASHINGTON ST,3146586.0,1695454.0,-104.978738416,39.7416709911,6.0,621.0,North Capitol Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,WEST,MAKING LEFT TURN,FAILED TO YIELD ROW,DISTRACTED-OTHER,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-12 18:16:00.000000,39.7416709911,-104.978738416
5808,5809,2018626627.0,201862662754010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2018-09-10 07:40:00,,2018-09-12 18:40:00.000001,20TH ST / CHAMPA ST,3143654.0,1698564.0,-104.989102228,39.750254205,6.0,611.0,CBD,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,NORTH,GOING STRAIGHT,CARELESS DRIVING,OTHER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-12 18:40:00.000001,39.750254205,-104.989102228
5856,5857,2018588924.0,201858892454410,5441,0,TRAF - ACCIDENT               ,2018-08-28 19:37:00,,2018-08-28 19:37:00,W FLORIDA AVE / S CLAY ST,3134976.0,1676386.0,-105.020380891,39.6895009667,4.0,422.0,Ruby Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,  ,NORTH,GOING STRAIGHT,DISREGARD STOP SIGN,  ,CROSS/ENTER AT INTERSECTION,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-08-28 19:37:00.000000,39.6895009667,-105.020380891
5945,5946,2018645836.0,201864583654410,5441,0,TRAF - ACCIDENT               ,2018-09-20 08:09:00,,2018-09-20 08:09:00,WYNKOOP ST / 17TH ST,3140659.0,1699494.0,-104.999735354,39.7528529693,6.0,612.0,Union Station,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,OTHER IMPROPER TURNS,NO APPARENT,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-20 08:09:00.000000,39.7528529693,-104.999735354
6020,6021,2018628950.0,201862895054410,5441,0,TRAF - ACCIDENT               ,2018-09-13 16:44:00,,2018-09-13 16:44:00,3200 BLOCK DENARGO ST,3143124.0,1702670.0,-104.990905273,39.7615340177,6.0,612.0,Five Points,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,NORTH,MAKING LEFT TURN,OTHER IMPROPER TURNS,NO APPARENT,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2018-09-13 16:44:00.000000,39.7615340177,-104.990905273
6046,6047,2018646671.0,201864667154410,5441,0,TRAF - ACCIDENT               ,2018-09-20 13:56:00,,2018-09-20 13:56:00,38TH ST / DELGANY ST,3147204.0,1707099.0,-104.976302139,39.7736286268,2.0,211.0,Five Points,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,  ,  ,CROSS/ENTER AT INTERSECTION,PICKUP TRUCK/UTILITY VAN,SOUTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2018-09-20 13:56:00.000000,39.7736286268,-104.976302139
