,Crash ID,DOT Case Number,Date Of Crash,Time Of Crash,Severity,Severity Text Format,Most Severe Injury,Most Severe Injury Text Format,Number Of Vehicles,Number Of Pedestrians,Number Of Qualifying Commercial Vehicles,Town,Town Text Format,Route Class,Route Class Text Format,Route or Local Road Number,Route Direction,Route Direction Text Format,Cumulative Route Mileage,Ramp or Turning Road Number,Ramp Letter,At or Between Intersections,At or Between Intersections Text Format,Intersecting Leg #1,Intersecting Leg #2,Intersecting Leg #3,Intersecting Leg #4,Name of Road that Crash Occurred On,Name or Route Number of Road at which Crash Occurred,Measure Distance,Unit Of Measure,Unit Of Measure Text Format,Measure Direction,Measure Direction Text Format,"Name of Nearest Intersection, Street, Town Line or Mile Marker",Alpha Description of Crash Location,Collision Type,Collision Type Text Format,Weather Condition,Weather Condition Text Format,Road Surface Condition,Road Surface Condition Text Format,Light Condition,Light Condition Text Format,Crash Occurred On,Crash Occurred On Text Format,Other Roadway Feature,Other Roadway Feature Text Format,Median Barrier Penetration,Median Barrier Penetration Text Format,Construction or Maintenance Related,Construction or Maintenance Related Text Format,At-Fault Traffic Unit Number,Contributing Factor,Contributing Factor Text Format,Average Daily Traffic,Rural or Urban,Rural or Urban Text Format,Number of Lanes,CrashId,Fatal Case Status,Fatal Case Status Text Format,CrashId.1,CrashId.2,Latitude,Longitude,Town Name,Town Number,Town Number.1,Town Number Text Format,Year,Month,Month Text Format,Day,Day of the Week,Day of the Week Text Format,Time of Crash,Hour of the Day,Case Identifier,Crash Severity,Crash Severity Text Format,Number Of Motor Vehicles,Number Of Non-Motorist,Number Of Witnesses,Milemarker,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description,Distance From Nearest Landmark,Unit Of Measure From Nearest Landmark,Direction From Nearest Landmark,Latitude.1,Longitude.1,First Harmful Event,First Harmful Event Text Format,Manner of Crash / Collision Impact,Manner of Crash / Collision Impact Text Format,Location of First Harmful Event,Location of First Harmful Event Text Format,Weather 2,Weather 2 Text Format,"Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format",Environment 2,Environment 2 Text Format,Environment 3,Environment 3 Text Format,"Contributing Circumstances, Road","Contributing Circumstances, Road Text Format",Road 2,Road 2 Text Format,Road 3,Road 3 Text Format,Crash Specific Location,Crash Specific Location Text Format,Type of Intersection,Type of Intersection Text Format,School Bus Related,School Bus Related Text Format,Work Zone Related,Work Zone Related Text Format,Location Of Crash Relative To Work Zone,Location Of Crash Relative To Work Zone Text Format,Type of Work Zone,Type of Work Zone Text Format,Worker Presence,Worker Presence Text Format,Law Enforcement Presence,Law Enforcement Presence Text Format,Were Vehicles Moved Prior To Police Arrival,Trafficway Ownership,Trafficway Ownership Text Format,Trafficway Class,Trafficway Class Text Format,Police Agency,Police Agency Text Format,Badge Number,Approval Date,Police Case Status,Police Case Status Text Format,Crash Report Submission Date,Related Case Identifiers,Urban Area,Urban Area Text Format,No. of Through Lanes (Reverse Dir.),No. of Through Lanes (Log Dir.),Highway Type (FHWA),Highway Type (FHWA) Text Format,Functional Classification,Functional Classification Text Format,Date,fatal,suspected_serious_injury,suspected_minor_injury,possible_injury,no_apparent_injury,geometry,index_right
15828,,2349686,2015-10-04,,,,C,Possible Injury (C),,,,,,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,,,,181897.0,1.0,Complete,181897.0,181897.0,41.665,-72.9484,Bristol,17.0,17.0,Bristol,2015.0,10.0,October,4.0,1.0,Sunday,14:18:00,14.0,1500047256,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,,,,WOLCOTT ST,,LAWNDALE AVE,30.0,Feet,S,41.665,-72.9484,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,97.0,Other,88.0,Not Applicable,2.0,Visual Obstruction(s),88.0,Not Applicable,88.0,Not Applicable,97.0,Other,88.0,Not Applicable,88.0,Not Applicable,8.0,Driveway Access,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,88.0,Not Applicable,2.0,"Trafficway, Not on Road",CT0001700,Bristol PD,P0189,2015-10-19 07:06:18.0,O,Open,2015-12-02 12:03:40.0,,,,,,,,,,2015-10-04,0,0,0,1,0,POINT (-72.94840000000001 41.665),0
15829,,2338875,2015-11-05,,,,C,Possible Injury (C),,,,,,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,,,,182325.0,1.0,Complete,182325.0,182325.0,41.328386,-72.957394,New Haven,93.0,93.0,New Haven,2015.0,11.0,November,5.0,5.0,Thursday,15:36:00,15.0,15053726,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,,,,BLAKE ST,STONE ST,,,, ,41.328386,-72.957394,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,2.0,Shoulder,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,9.0,Driveway Access-Related,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,90,2015-11-07 00:00:00.0,C,Closed,2015-11-09 00:00:00.0,,,,,,,,,,2015-11-05,0,0,0,1,0,POINT (-72.95739399999999 41.328386),0
15830,,2344753,2015-06-01,,,,B,Suspected Minor Injury (B),,,,,,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,4,Rain,2,Wet,1,Daylight,,,,,,,,,,,,,,,,182702.0,1.0,Complete,182702.0,182702.0,41.046057,-73.542843,Stamford,135.0,135.0,Stamford,2015.0,6.0,June,1.0,2.0,Monday,17:46:00,17.0,1506010125,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,,,,30 Station Pl,,Atlantic st,200.0,Feet,E,41.046057,-73.542843,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,,,0.0,None,,,,,0.0,None,,,,,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0013503,Stamford PD,21537,2015-06-01 00:00:00.0,C,Closed,2015-11-13 00:00:00.0,,,,,,,,,,2015-06-01,0,0,1,0,0,POINT (-73.542843 41.046057),0
15831,,2315753,2015-08-15,,,,B,Suspected Minor Injury (B),,,,,,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,2,Cloudy,1,Dry,4,Dark-Lighted,,,,,,,,,,,,,,,,183101.0,1.0,Complete,183101.0,183101.0,41.821492,-72.656437,Windsor,164.0,164.0,Windsor,2015.0,8.0,August,15.0,7.0,Saturday,20:21:00,20.0,2015-28672,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,,,,PRIVATE PROPERTY AT WINDSOR AVE,EXIT FR WINDSOR SHOPPING CTR,,,, ,41.821492,-72.656437,10.0,Pedalcycle/Pedalcyclist,97.0,Other,97.0,Other,,,0.0,None,,,,,0.0,None,,,,,97.0,Other,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,2.0,Private Road,4.0,Parking Lot,CT0016400,Windsor PD,5724,2015-08-17 00:00:00.0,C,Closed,2015-08-17 00:00:00.0,,,,,,,,,,2015-08-15,0,0,1,0,0,POINT (-72.656437 41.821492),0
15832,,2301827,2015-06-17,,,,A,Suspected Serious Injury (A),,,,,,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,,,,183229.0,1.0,Complete,183229.0,183229.0,41.150795,-73.251012,Fairfield,51.0,51.0,Fairfield,2015.0,6.0,June,17.0,4.0,Wednesday,17:09:00,17.0,1500020209,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,,,,NORTH BENSON ROAD,ELM ST,,,, ,41.150795,-73.251012,25.0,Curb,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0005100,Fairfield PD,2896,2015-06-18 00:00:00.0,O,Open,2015-07-29 00:00:00.0,,,,,,,,,,2015-06-17,0,1,0,0,0,POINT (-73.251012 41.150795),0
15833,,2388317,2015-07-24,,,,C,Possible Injury (C),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,9900.0,2.0,Urban,,184388.0,1.0,Complete,184388.0,184388.0,41.398348,-73.452224,Danbury,34.0,34.0,Danbury,2015.0,7.0,July,24.0,6.0,Friday,09:30:00,9.0,1500049301,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.37,336.0,MAPLE AV,Maple Ave,CROSBY ST,,,, ,41.398348,-73.452224,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0003400,Danbury PD,633,2015-07-25 08:25:54.0,C,Closed,2016-01-20 10:26:13.0,,C,DANBURY,,2.0,,,7.0,LOCAL - NEW HPMS,2015-07-24,0,0,0,1,0,POINT (-73.452224 41.398348),0
15834,,2364139,2015-12-04,,,,B,Suspected Minor Injury (B),,,,,,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,,,,184965.0,1.0,Complete,184965.0,184965.0,41.59894558,-72.87207344,Southington,131.0,131.0,Southington,2015.0,12.0,December,4.0,6.0,Friday,09:04:00,9.0,1500050224,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,,,,BERLIN AVE,,Greely Ln,100.0,Feet,W,41.59894558,-72.87207344,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,9.0,Outside Right-of-Way (trafficway),88.0,Not Applicable,2.0,Visual Obstruction(s),88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,9.0,Driveway Access-Related,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,2.0,Private Road,3.0,Non-trafficway,CT0013100,Southington PD,380,2015-12-09 15:43:45.0,C,Closed,2016-01-12 15:22:09.0,,,,,,,,,,2015-12-04,0,0,1,0,0,POINT (-72.87207343999999 41.59894558),0
15835,,2395914,2016-04-04,,,,B,Suspected Minor Injury (B),,,,,,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,4,Dark-Lighted,,,,,,,,,,,,,,,,185828.0,1.0,Complete,185828.0,185828.0,41.978957,-72.596615,Enfield,49.0,49.0,Enfield,2016.0,4.0,April,4.0,2.0,Monday,03:40:00,3.0,P201610957,A,"Injury of any type (Serious, Minor, Possible)",1.0,2.0,1.0,,,,1264 ENFIELD ST (Enfield High),,test,1.0,Kilometers,N,41.978957,-72.596615,20.0,Bridge Overhead Structure,1.0,Front to rear,1.0,On Roadway,88.0,Not Applicable,0.0,None,1.0,Weather Conditions,2.0,Visual Obstruction(s),0.0,None,1.0,Backup Due to Prior Crash,2.0,Backup Due to Prior Non-Recurring Incident,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0004900,Enfield PD,049KTI1,2016-04-13 01:33:22.0,O,Open,2016-04-13 01:33:22.0,#IR201610957,,,,,,,,,2016-04-04,0,0,1,0,0,POINT (-72.596615 41.978957),0
15836,,2394232,2016-04-06,,,,B,Suspected Minor Injury (B),,,,,,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,,,,187241.0,1.0,Complete,187241.0,187241.0,41.763019,-72.737699,West Hartford,155.0,155.0,West Hartford,2016.0,4.0,April,6.0,4.0,Wednesday,15:13:00,15.0,1600016719,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,,,,FARMINGTON AVE,Trout Brook Dr,Trout Brook Dr,100.0,Feet,E,41.763019,-72.737699,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,4.0,Roadside,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,8.0,Driveway Access,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,2.0,Private Road,4.0,Parking Lot,CT0015500,West Hartford PD,338,2016-04-07 13:25:54.0,C,Closed,2016-04-07 14:15:22.0,,,,,,,,,,2016-04-06,0,0,1,0,0,POINT (-72.73769900000001 41.763019),0
15837,,915270,2015-07-23,,,,K,Fatal Injury (K),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,10900.0,2.0,Urban,,187512.0,1.0,Complete,187512.0,187512.0,41.744683,-72.67308,Hartford,64.0,64.0,Hartford,2015.0,7.0,July,23.0,5.0,Thursday,17:28:00,17.0,2015-22822,K,Fatal (Kill),1.0,1.0,0.0,0.75,550.0,WETHERSFIELD AV, Wethersfield Avenue ,BOND ST,,,, ,41.744683,-72.67308,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0006400,Hartford PD,G72,2015-08-24 00:00:00.0,O,Open,2015-08-24 00:00:00.0,#2015-22822,D,HARTFORD,,4.0,,,3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2015-07-23,1,0,0,0,0,POINT (-72.67308 41.744683),0
15838,,2396365,2016-04-08,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,2,Cloudy,1,Dry,1,Daylight,,,,,,,,,,,,6500.0,2.0,Urban,,188276.0,1.0,Complete,188276.0,188276.0,41.812156,-73.114201,Torrington,143.0,143.0,Torrington,2016.0,4.0,April,8.0,6.0,Friday,12:13:00,12.0,16-13256,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.31,435.0,WINTHROP ST,WINTHROP ST,KINNEY ST,,,, ,41.812156,-73.114201,10.0,Pedalcycle/Pedalcyclist,5.0,"Sideswipe, opposite direction",1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0014300,Torrington PD,069,2016-04-12 09:00:04.0,C,Closed,2016-04-10 08:26:54.0,,P,TORRINGTON,,2.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2016-04-08,0,0,1,0,0,POINT (-73.11420099999999 41.812156),0
15839,,2395550,2016-04-09,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,6800.0,2.0,Urban,,188398.0,1.0,Complete,188398.0,188398.0,41.757192,-72.676879,Hartford,64.0,64.0,Hartford,2016.0,4.0,April,9.0,7.0,Saturday,08:55:00,8.0,16-10043,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,2.03,407.0,PARK ST,57 Park St.,,MAIN ST NO 2,40.0,Feet,W,41.757192,-72.676879,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0006400,Hartford PD,D95-01,2016-04-10 14:29:00.0,C,Closed,2016-04-09 10:30:00.0,,D,HARTFORD,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2016-04-09,0,0,1,0,0,POINT (-72.676879 41.757192),0
15840,,2395528,2016-04-11,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,6600.0,2.0,Urban,,188687.0,1.0,Complete,188687.0,188687.0,41.341005,-73.090412,Ansonia,2.0,2.0,Ansonia,2016.0,4.0,April,11.0,2.0,Monday,16:56:00,16.0,1600005128,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.8,232.0,WAKELEE AV,WAKELEE AV,HALL ST,,,, ,41.341005,-73.090412,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0000200,Ansonia PD,57,2016-04-11 22:50:19.0,C,Closed,2016-04-11 22:51:16.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2016-04-11,0,0,1,0,0,POINT (-73.090412 41.341005),0
15841,,2395576,2016-04-11,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,2,Cloudy,1,Dry,1,Daylight,,,,,,,,,,,,16700.0,2.0,Urban,,188895.0,1.0,Complete,188895.0,188895.0,41.308744,-72.92541,New Haven,93.0,93.0,New Haven,2016.0,4.0,April,11.0,2.0,Monday,18:06:00,18.0,16017637,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.48,726.0,ELM ST NO 2,ELM ST,TEMPLE ST,,,, ,41.308744,-72.92541,14.0,Motor Vehicle in Operation,1.0,Front to rear,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,25,2016-04-11 22:12:33.0,O,Open,2016-04-12 04:00:17.0,,G,NEW HAVEN,,3.0,,,3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2016-04-11,0,0,1,0,0,POINT (-72.92541 41.308744),0
15842,,2398134,2016-04-12,,,,O,No Apparent Injury (O),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,2.0,Urban,,188913.0,1.0,Complete,188913.0,188913.0,41.297544,-72.932795,New Haven,93.0,93.0,New Haven,2016.0,4.0,April,12.0,3.0,Tuesday,17:27:00,17.0,16017818,O,Property Damage Only,1.0,1.0,0.0,0.04,541.0,SALEM ST,SALEM ST,,PORTSEA ST,100.0,Feet,N,41.297544,-72.932795,10.0,Pedalcycle/Pedalcyclist,5.0,"Sideswipe, opposite direction",1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,266,2016-04-19 21:27:42.0,C,Closed,2016-04-20 04:01:54.0,,G,NEW HAVEN,,2.0,,,7.0,LOCAL - NEW HPMS,2016-04-12,0,0,0,0,1,POINT (-72.932795 41.297544),0
15843,,2396430,2016-04-12,,,,B,Suspected Minor Injury (B),,,,,,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,4,Rain,2,Wet,1,Daylight,,,,,,,,,,,,,,,,188948.0,1.0,Complete,188948.0,188948.0,41.1018,-73.41969,Norwalk,103.0,103.0,Norwalk,2016.0,4.0,April,12.0,3.0,Tuesday,08:00:00,8.0,1600014291,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,,,,MAIN ST,,North Main,1000.0,Feet,S,41.1018,-73.41969,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,9.0,Outside Right-of-Way (trafficway),88.0,Not Applicable,1.0,Weather Conditions,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,8.0,Driveway Access,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,2.0,Private Road,2.0,"Trafficway, Not on Road",CT0010300,Norwalk PD,P026,2016-04-14 13:39:38.0,O,Open,2016-04-14 13:40:21.0,,,,,,,,,,2016-04-12,0,0,1,0,0,POINT (-73.41969 41.1018),0
15844,,2394637,2016-03-27,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,1900.0,2.0,Urban,,189332.0,1.0,Complete,189332.0,189332.0,41.189397,-73.185367,Bridgeport,15.0,15.0,Bridgeport,2016.0,3.0,March,27.0,1.0,Sunday,16:41:00,16.0,160327-136,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.14,33.0,ARCTIC ST,Arctic St,HARRIET ST,,,, ,41.189397,-73.185367,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0001509,Bridgeport PD,173,2016-03-28 16:11:02.0,C,Closed,2016-03-27 18:09:47.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2016-03-27,0,0,1,0,0,POINT (-73.185367 41.189397),0
15845,,2394210,2016-03-21,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,2,Wet,1,Daylight,,,,,,,,,,,,,2.0,Urban,,189876.0,1.0,Complete,189876.0,189876.0,41.662959,-72.862898,Plainville,110.0,110.0,Plainville,2016.0,3.0,March,21.0,2.0,Monday,09:16:00,9.0,2016004059,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.05,204.0,STILLWELL DR,STILLWELL DRIVE,,RT 10-EAST ST,290.0,Feet,S,41.662959,-72.862898,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0011000,Plainville PD,2685,2016-04-05 11:15:13.0,C,Closed,2016-04-05 11:14:29.0,,D,HARTFORD,,2.0,,,7.0,LOCAL - NEW HPMS,2016-03-21,0,0,1,0,0,POINT (-72.862898 41.662959),0
15846,,2397719,2016-04-14,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,1100.0,2.0,Urban,,190362.0,1.0,Complete,190362.0,190362.0,41.5565894,-73.0436747,Waterbury,151.0,151.0,Waterbury,2016.0,4.0,April,14.0,5.0,Thursday,11:39:00,11.0,1600027111,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.0,196.0,CHURCH ST,Church ST,WEST MAIN ST NO 2,,,, ,41.5565894,-73.0436747,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0015100,Waterbury PD,684,2016-04-18 15:15:30.0,O,Open,2016-04-18 15:45:15.0,,K,WATERBURY,,2.0,,,7.0,LOCAL - NEW HPMS,2016-04-14,0,0,1,0,0,POINT (-73.0436747 41.5565894),0
15847,,2398747,2016-03-23,,,,B,Suspected Minor Injury (B),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,3,Dusk,,,,,,,,,,,,9900.0,2.0,Urban,,190761.0,1.0,Complete,190761.0,190761.0,41.456919,-72.824094,Wallingford,148.0,148.0,Wallingford,2016.0,3.0,March,23.0,4.0,Wednesday,19:39:00,19.0,2016-00005684,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,5.16,150.0,150,HALL AVE,US 5 & RTE 150(SO COLONY ST),,,, ,41.456919,-72.824094,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,,,0.0,None,88.0,Not Applicable,,,2.0,Intersection,8.0,"Five-Point, or More",1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0014800,Wallingford PD,225,2016-04-21 15:27:51.0,C,Closed,2016-04-21 15:27:51.0,#2016-________,G,NEW HAVEN,0.0,2.0,1.0,2 LANE CONTIGUOUS (WIDTH UNDER 36'),4.0,MINOR ARTERIAL - NEW HPMS,2016-03-23,0,0,1,0,0,POINT (-72.824094 41.456919),0
